# Exported benchmark-v2 control prompts
# Format: <prompt> | <target> | <effect>

A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: white powder spreads into a sideways cloud, with no hair dryer visible. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video of the same scene before the event, with no hair dryer, no visible cause, and no white powder spreads into a sideways cloud. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video showing white powder spreads into a sideways cloud, with no hair dryer or other visible cause in the frame. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: white powder spreads into a sideways cloud, with no hair dryer visible. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video of the same scene before the event, with no hair dryer, no visible cause, and no white powder spreads into a sideways cloud. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video showing white powder spreads into a sideways cloud, with no hair dryer or other visible cause in the frame. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: white powder spreads into a sideways cloud, with no hair dryer visible. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video of the same scene before the event, with no hair dryer, no visible cause, and no white powder spreads into a sideways cloud. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video showing white powder spreads into a sideways cloud, with no hair dryer or other visible cause in the frame. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: white powder spreads into a sideways cloud, with no hair dryer visible. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video of the same scene before the event, with no hair dryer, no visible cause, and no white powder spreads into a sideways cloud. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video showing white powder spreads into a sideways cloud, with no hair dryer or other visible cause in the frame. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: white powder spreads into a sideways cloud, with no hair dryer visible. | hair dryer | white powder spreads into a sideways cloud
A realistic fixed-camera close-up video of the same scene before the event, with no charged plastic ruler, no visible cause, and no foam beads roll together toward the ruler. | charged plastic ruler | foam beads roll together toward the ruler
A realistic fixed-camera close-up video showing foam beads roll together toward the ruler, with no charged plastic ruler or other visible cause in the frame. | charged plastic ruler | foam beads roll together toward the ruler
A realistic fixed-camera close-up video of a thin wooden stick producing a similar footprint: foam beads roll together toward the ruler, with no charged plastic ruler visible. | charged plastic ruler | foam beads roll together toward the ruler
